Attendance (%),Mid-Semester Marks (%),IQ Level,Self-Study Hours,Attentiveness in Class (%),Final Performance (%)
37.454011884736246,26.170568373590598,121.47962904552335,15.558166897867729,72.02679239473956,68.93337251107778
95.07143064099162,24.697879907199983,142.48890963699876,4.137272690523989,68.72830044131277,78.50065985612154
73.1993941811405,90.62545805210367,138.41448368111432,20.937469520515556,9.575419866335766,66.52632801268116
59.86584841970366,24.95461998495061,83.85099142243963,14.714789737661796,92.25724049058,77.27643577363963
15.601864044243651,27.1949726128631,83.43245227673265,3.772893205366902,56.84722021568196,46.38040682023168
15.599452033620265,75.93982624179637,94.1356930970422,23.096113379548964,36.372552113568425,51.84431798787733
5.8083612168199465,44.973984245054,102.49672537069335,12.440771120047696,75.65385834953067,59.62105007989355
86.61761457749351,77.67105569551812,106.76100232676343,1.74956284491972,25.736545840163405,78.07312038279446
60.11150117432088,6.536615756438524,131.17274951500107,15.043989705961614,69.35098370463204,71.68378710389948
70.80725777960456,48.75711936733843,75.10123889492519,6.076773768307445,3.971120757224722,53.18345959533444
2.0584494295802447,3.3613600183282633,73.12054338034598,19.288642845055257,83.9408037609272,51.94024150869367
96.99098521619943,6.265320345535452,105.27195066495182,19.627729765588576,44.81708470213185,75.8105971734718
83.24426408004217,90.64374533444109,132.74473229241823,23.494736540511884,63.66929143579417,94.99632621661335
21.233911067827616,13.924537111759516,87.40918086608343,12.04486874458809,22.123781980668365,35.64033701432476
18.182496720710063,53.24206822752171,127.73540331306265,10.918965113465692,67.7073712658448,63.24040344733987
18.34045098534338,41.10956026007065,93.38453241462696,18.083414530715537,77.22402758932766,65.00707551823578
30.42422429595377,34.73433262588427,149.74774979321649,3.1792957522062375,47.321318688439874,54.315073568813055
52.475643163223786,89.98333456872724,150.6120949839955,13.12597233103498,61.77269240617943,78.6117989786416
43.194501864211574,2.18233967754895,96.75584838531938,13.109942403140423,45.63259238223986,46.012916363617656
29.122914019804192,66.37896861755891,90.69943785669165,2.1473549474492932,89.40913692578455,68.9057957734169
61.18528947223795,96.33944342135504,107.01735748596082,10.031618052165925,49.78691805143192,71.88705369264956
13.949386065204184,56.016818346184195,91.64784266621339,20.478835165612846,84.18087090288189,71.07516190134021
29.214464853521815,93.68224620330918,130.51454589625334,20.547686927871847,80.13520582702486,76.47308614033321
36.63618432936917,5.225787928602377,144.3458216093457,2.381703958072344,41.050482134835654,44.48993307776762
45.606998421703594,41.87933190741614,130.57829178200953,2.1773011859479405,23.008449185747505,43.75857676189707
78.51759613930136,26.015779096205115,144.19154025244146,6.304691448046447,40.6082132559771,58.77393337332988
19.967378215835975,73.08209649807299,105.72929459867268,20.994385501295845,82.62173757752201,72.54388913783757
51.42344384136116,98.12970904972467,84.06852736379747,3.0936620417639746,22.763253581939235,56.60000403587969
59.24145688620425,25.65300624442478,136.4155852657833,17.27992326305871,52.44363458577494,69.18724516215059
4.645041271999773,65.41746014740745,102.44270546273985,2.4279748707144773,80.60967479607474,59.60231386150303
60.75448519014384,19.809763275974014,130.41437427062192,14.955308489947809,35.34774751283788,52.69570642403517
17.052412368729154,56.53302545716099,94.3579547783589,8.545615178859475,64.22096370026973,51.61869503602029
6.505159298527952,46.39324866883362,77.31066713260054,18.93393511118081,24.56315740488145,42.68411721636204
94.88855372533332,97.2005329631537,159.33236159389872,5.6085707718087265,10.927944536815993,69.74254264838171
96.56320330745594,60.85272726964666,84.05813571375394,15.340843905359037,79.43842250928563,94.8761550756701
80.83973481164611,34.950637208681876,158.9578894567133,5.656380829821239,9.896862340870683,53.0922171266902
30.46137691733707,11.409578488793336,157.95519393098027,17.127846794691692,27.13813950795846,44.5321069483147
9.767211400638388,15.124682873493455,141.4436293517236,20.96827282945797,85.51094219974401,65.87277572540117
68.42330265121569,22.53169299512351,129.34806658737978,3.043243179042241,34.64692870786672,45.494466291786836
44.01524937396013,25.0966661340298,122.00263452259762,20.798296526292084,97.30453495141612,70.14458822371994
12.203823484477883,85.06160578411378,147.94913908400514,14.24580610594315,97.97343347738597,78.18996242082306
49.51769101112702,56.12227882825249,96.04955694575392,3.0506517808085754,26.82760204535567,57.809579628553834
3.4388521115218396,52.33909113743665,112.09130912363894,10.261004528633087,4.097822224989045,38.056063700401936
90.9320402078782,11.476887186921747,125.74509724298517,3.8606470436423495,70.50632842053791,80.75401217995814
25.87799816000169,86.0139693349435,107.00714282825419,16.80834933279767,45.098650264834376,63.49092043127802
66.2522284353982,72.28143032084837,108.47378086812412,18.21283522603079,10.07528439595763,53.184886940735815
31.171107608941096,6.766836190000158,99.72562007518759,2.539116486547175,70.75228189780428,35.7605427693433
52.00680211778108,70.78350972297687,120.78086350160825,12.147356464671464,3.1174909111921223,47.706204694197474
54.67102793432797,54.353821734264606,146.55170752136044,19.551001344622012,87.01966904922422,86.0877758959806
18.485445552552704,8.172534574677826,88.13755402056816,22.467912997223916,13.865252911330373,39.011591081168206
96.95846277645586,45.830064152865646,154.09897348780973,12.32442880180248,12.7311878746725,70.23219713307424
77.51328233611146,48.469628713004695,132.01788883734068,22.80670136667377,17.567229796858452,68.2660561056298
93.9498941564189,16.577454016327575,144.09458914120273,12.856535290944716,96.02663584920666,86.22832095770605
89.48273504276489,94.56981470002823,120.05716233670105,9.460571870397791,69.3169360253846,89.80000309473782
59.78999788110851,84.99753714806619,140.1565031281657,20.356875085269493,80.13715354636368,95.23225548400889
